,datetime,open,high,low,close,volume
146,2020-11-15,16064.51,17890.1,15768.0,17670.01,1076872.479
147,2020-11-18,17670.01,18831.6,17215.03,18664.31,1547364.876
148,2020-11-21,18662.85,18986.0,17645.98,18382.07,1080413.285
149,2020-11-24,18382.07,19554.19,16181.0,17155.34,1754938.135
150,2020-11-27,17155.37,18343.0,16444.83,18181.09,922930.688
151,2020-11-30,18180.43,19956.0,18050.0,19207.01,1390085.389
152,2020-12-03,19207.01,19640.0,18510.0,19147.62,687205.162
153,2020-12-06,19147.63,19449.1,18133.33,18319.32,626121.109
154,2020-12-09,18319.33,18639.7,17555.0,18031.47,904950.0
155,2020-12-12,18031.71,19432.0,18012.21,19270.7,618278.194
156,2020-12-15,19270.71,23888.04,19039.64,22816.99,1531481.887
157,2020-12-18,22816.99,24376.0,22363.94,23472.96,965822.434
158,2020-12-21,23472.96,24235.42,21920.0,23238.27,1197335.841
159,2020-12-24,23237.73,26926.0,22700.0,26508.83,889543.243
160,2020-12-27,26508.84,28459.84,25850.0,27402.83,1068587.065
161,2020-12-30,27402.83,29668.86,27401.0,29337.16,899102.888
162,2021-01-02,29337.15,34832.25,27800.0,32031.07,1539156.092
163,2021-01-05,32029.55,40565.62,29900.0,39498.92,1397888.571
164,2021-01-08,39498.32,42125.51,35268.0,38221.67,1215722.679
165,2021-01-11,38200.01,38322.18,30448.0,37421.07,1753529.432
166,2021-01-14,37416.34,40189.39,34478.0,36025.66,1091854.976
167,2021-01-17,36025.65,37961.0,33863.5,35891.03,798962.251
168,2021-01-20,35891.74,36461.44,28880.0,32986.34,1333323.234
169,2021-01-23,32990.08,34880.0,30914.2,32253.68,785570.979
170,2021-01-26,32253.68,33778.95,29240.0,33399.75,1089412.919
171,2021-01-29,33399.99,38641.1,31960.0,33126.21,1192735.548
172,2021-02-01,33125.11,37700.0,32322.47,37652.51,720796.633
173,2021-02-04,37651.92,40992.4,36233.0,39249.54,813818.781
174,2021-02-07,39249.53,48266.36,37403.27,46492.54,1118366.444
175,2021-02-10,46492.53,49278.98,43770.0,47361.03,924705.35
176,2021-02-13,47364.0,49875.16,45349.21,47981.58,690861.467
177,2021-02-16,47981.6,52800.0,47101.02,51619.7,841089.359
178,2021-02-19,51612.46,58472.14,50800.0,57487.43,695028.753
179,2021-02-22,57475.5,57591.87,44893.82,49702.03,1562812.868
180,2021-02-25,49702.05,52134.96,44100.0,46102.63,1046640.41
181,2021-02-28,46097.09,50221.77,43002.05,48450.57,959119.191
182,2021-03-03,48454.21,52681.51,46320.0,48770.57,1092342.947
183,2021-03-06,48772.68,52450.0,47090.0,52429.43,771830.892
184,2021-03-09,52429.43,58283.0,51880.0,57844.52,1051445.609
185,2021-03-12,57842.64,61950.0,55074.3,59037.12,887809.116
186,2021-03-15,59037.11,60740.0,53335.0,58959.0,1127936.744
187,2021-03-18,58959.01,60510.0,56301.27,58145.61,767819.654
188,2021-03-21,58144.44,58638.7,52981.4,54400.0,806780.684
189,2021-03-24,54400.0,57234.79,50452.08,55030.0,1082978.459
190,2021-03-27,55030.0,58490.11,54001.0,57677.64,712254.382
191,2021-03-30,57676.14,59920.0,56812.0,58794.01,766194.528
192,2021-04-02,58797.56,60397.85,56517.23,58234.61,540482.251
193,2021-04-05,58234.61,59626.18,55536.07,56018.18,605172.382
194,2021-04-08,56018.17,61800.0,55759.13,59832.43,543987.594
195,2021-04-11,59832.43,63850.0,59304.02,63649.71,624036.877
196,2021-04-14,63645.05,64986.11,60100.0,61424.67,757824.971
197,2021-04-17,61424.67,62610.0,50050.0,55634.39,1001160.291
198,2021-04-20,55634.38,57060.0,50534.34,51714.61,1030585.242
199,2021-04-23,51714.62,52152.0,46930.43,49063.94,1164635.658
200,2021-04-26,49063.94,56574.13,48763.0,54861.77,879105.068
201,2021-04-29,54861.76,58488.17,52350.0,57836.34,759583.339
202,2021-05-02,57836.35,59056.59,53094.59,53263.32,864435.241
203,2021-05-05,53263.32,58800.0,52880.38,57350.88,849442.413
204,2021-05-08,57350.89,59654.0,53250.0,55869.67,907097.876
205,2021-05-11,55869.41,58049.99,45596.32,49707.9,1392031.945
206,2021-05-14,49706.27,51533.0,43866.0,46429.28,1365630.128
207,2021-05-17,46429.28,46655.0,28688.0,36689.14,2773339.806
208,2021-05-20,36689.14,42460.0,33400.0,37432.58,2294023.644
209,2021-05-23,37436.0,39917.09,31096.7,38326.84,2303554.499
210,2021-05-26,38326.84,40900.0,34689.57,35670.99,1952734.801
211,2021-05-29,35670.99,37500.0,33356.0,37243.38,1880819.692
212,2021-06-01,37244.36,39470.0,35500.0,39247.4,1539971.351
213,2021-06-04,39247.4,39297.35,34800.0,35801.71,1775255.378
214,2021-06-07,35801.71,37511.31,30969.0,37368.45,2644442.986
215,2021-06-10,37369.99,38489.0,34585.9,35537.05,2012841.073
216,2021-06-13,35535.95,41413.0,34739.06,40132.86,1984082.189
217,2021-06-16,40132.86,40495.0,35100.0,35811.41,2067464.606
218,2021-06-19,35811.41,36471.8,31250.51,31606.0,2869412.485
219,2021-06-22,31606.0,35406.74,28780.01,34644.64,3267424.384
220,2021-06-25,34644.65,35500.0,30120.0,34687.71,3081583.577
221,2021-06-28,34687.71,36623.0,33855.0,35031.39,2232041.857
222,2021-07-01,35031.39,35044.98,32672.04,34652.94,1934503.953
223,2021-07-04,34653.32,35955.55,33032.0,34206.01,1831936.972
224,2021-07-07,34206.0,35089.56,32066.0,33805.01,1592199.452
225,2021-07-10,33805.01,34662.73,32650.0,33070.87,1256925.087
226,2021-07-13,33070.86,33336.0,31140.0,31866.43,1526819.79
227,2021-07-16,31865.53,32435.93,31018.59,31767.0,1351417.562
228,2021-07-19,31765.23,32883.9,29242.24,32120.0,1876071.207
229,2021-07-22,32120.0,34471.0,31700.0,34230.0,1177954.98
230,2021-07-25,34230.0,48168.6,33812.0,39442.33,2241551.858
231,2021-07-28,39448.06,42316.6,38320.0,42203.25,1761588.415
232,2021-07-31,42202.6,42614.98,38658.0,39147.48,1320923.071
233,2021-08-03,39147.47,41350.0,37291.0,40882.4,1743029.702
234,2021-08-06,40882.39,45350.0,39849.82,43787.71,1790886.743
235,2021-08-09,43787.71,46800.0,42785.0,45522.12,1477359.935
236,2021-08-12,45522.13,48300.0,43800.0,47083.74,1280670.312
237,2021-08-15,47083.75,48074.23,44412.01,44704.84,1257804.812
238,2021-08-18,44704.85,49500.0,43938.38,49332.74,1236737.401
239,2021-08-21,49332.99,50600.0,48075.81,49523.91,998000.17
240,2021-08-24,49523.23,49888.88,46280.0,46853.06,1262965.509
241,2021-08-27,46854.22,49769.2,46359.97,48795.41,941565.535
242,2021-08-30,48795.42,49160.79,46550.99,48842.94,1067487.337
243,2021-09-02,48842.93,51111.0,48333.0,49940.74,1067146.283
244,2021-09-05,49942.2,52950.0,42088.0,46864.39,1350858.547
245,2021-09-08,46864.38,47400.0,44120.0,44860.83,1088351.83
246,2021-09-11,44860.83,46933.89,43323.93,44975.96,866620.813
247,2021-09-14,44975.96,48488.0,44692.9,47745.55,782196.818
248,2021-09-17,47745.55,48850.0,46750.0,47256.91,646725.686
249,2021-09-20,47256.92,47345.0,39503.58,43520.0,1684856.383
250,2021-09-23,43520.0,45134.33,40650.0,42651.58,1215933.84
251,2021-09-26,42646.84,44350.0,40725.01,41006.32,999451.06
252,2021-09-29,41002.96,48450.0,40708.73,48123.94,1131985.003
253,2021-10-02,48123.93,49544.48,46885.29,49198.22,719401.2
254,2021-10-05,49199.78,56416.02,49009.21,53814.99,995750.106
255,2021-10-08,53814.99,56789.0,53647.3,54700.0,711778.246
256,2021-10-11,54700.0,57880.0,53750.0,57393.65,991730.143
257,2021-10-14,57393.65,63997.61,56800.0,60925.56,961338.163
258,2021-10-17,60925.56,64500.0,58850.0,64316.7,952654.713
259,2021-10-20,64314.75,67150.0,60011.9,60734.27,1153707.853
260,2021-10-23,60734.28,63795.98,59504.46,63127.04,702571.399
261,2021-10-26,63129.25,63362.06,57550.0,60622.03,914692.436
262,2021-10-29,60622.02,63069.71,60008.0,61348.61,557996.82
263,2021-11-01,61347.14,64349.55,59400.0,62946.45,674940.606
264,2021-11-04,62946.45,63149.0,60100.0,61511.3,497165.834
265,2021-11-07,61511.3,68675.16,61368.26,67009.98,649654.188
266,2021-11-10,67010.65,69198.7,62313.0,64156.08,790691.173
267,2021-11-13,64156.08,66395.05,63351.58,63654.49,480917.796
268,2021-11-16,63654.49,63655.77,56505.48,56921.05,1174436.251
269,2021-11-19,56921.04,60052.82,55604.0,58661.39,562940.734
270,2021-11-22,58648.87,59624.56,55250.0,57165.08,788658.963
271,2021-11-25,57165.09,59449.62,53500.0,54738.77,725682.689
272,2021-11-28,54738.77,59224.99,53245.0,56975.0,766336.229
273,2021-12-01,56978.06,59100.0,50604.0,53612.0,898076.375
274,2021-12-04,53611.86,53889.69,40888.89,50424.72,1242920.4
275,2021-12-07,50424.72,51929.0,47312.89,47539.76,735986.588
276,2021-12-10,47539.34,50768.0,46724.35,50057.01,697368.706
277,2021-12-13,50057.02,50180.0,45600.0,48870.48,960004.84
278,2021-12-16,48870.48,49439.79,45373.11,46815.99,733338.737
279,2021-12-19,46815.99,49298.78,45530.67,48875.15,775511.158
280,2021-12-22,48875.88,51805.0,48020.0,50808.55,684557.894
281,2021-12-25,50809.37,52134.0,49350.0,50707.72,548688.317
282,2021-12-28,50707.72,50713.56,45880.0,47095.02,840810.006
283,2021-12-31,47095.02,48575.0,45650.0,47280.0,651414.68
284,2022-01-03,47280.01,47575.22,42270.0,43421.69,1022409.112
285,2022-01-06,43421.7,43766.0,40456.56,41688.05,1056461.924
286,2022-01-09,41688.05,43118.0,39610.0,42700.68,1000539.759
287,2022-01-12,42700.69,44396.68,41666.0,43042.4,843145.551
288,2022-01-15,43042.4,43800.0,41523.68,42176.34,594847.977
289,2022-01-18,42176.34,43495.0,40550.0,40661.69,1001242.612
290,2022-01-21,40662.06,41095.76,33950.0,36230.01,1835966.716
291,2022-01-24,36230.0,38886.58,32853.83,36787.43,1786993.603
292,2022-01-27,36787.42,38750.94,35471.53,38150.01,1028173.829
293,2022-01-30,38150.0,39260.26,36620.0,38680.51,866823.638
294,2022-02-02,38680.51,41741.76,36204.3,41550.0,1176332.932
295,2022-02-05,41550.0,44541.16,40920.0,43829.99,875561.794
296,2022-02-08,43829.99,45847.5,42641.0,43471.29,1332207.558
297,2022-02-11,43471.3,43900.0,41540.0,42041.13,862983.53
298,2022-02-14,42041.12,44777.0,41526.0,43860.7,836516.641
299,2022-02-17,43860.8,44150.0,39422.0,40052.6,997263.441
300,2022-02-20,40052.6,40100.1,36310.1,38212.0,1441445.756
301,2022-02-23,38212.1,40376.1,34303.7,39205.4,1744193.528
302,2022-02-26,39205.4,44341.0,36934.6,43155.0,1290480.609
303,2022-03-01,43155.0,45350.0,41831.0,42449.5,1221653.199
304,2022-03-04,42449.6,42525.3,38056.0,38401.1,979591.527
305,2022-03-07,38401.1,42647.5,37134.0,41937.5,1373776.694
306,2022-03-10,41939.5,42034.3,38200.1,38792.6,1160218.903
307,2022-03-13,38792.7,39989.0,37500.0,39271.0,941701.295
308,2022-03-16,39270.9,42322.8,38700.0,41751.5,1193712.898
309,2022-03-19,41751.6,42446.6,40430.0,40982.0,730630.543
310,2022-03-22,40982.0,44200.0,40852.0,43973.4,988369.471
311,2022-03-25,43973.2,47047.0,43575.1,46820.8,758612.937
312,2022-03-28,46820.9,48200.0,46535.0,47053.2,811616.509
313,2022-03-31,47053.1,47619.4,44206.2,45794.6,886985.52
314,2022-04-03,45792.3,47448.0,45094.0,45477.4,742910.193
315,2022-04-06,45477.5,45494.2,42074.0,42229.2,924023.184
316,2022-04-09,42229.1,43399.4,39136.7,39505.6,741157.144
317,2022-04-12,39505.6,41580.0,39224.0,39915.9,936760.953
318,2022-04-15,39915.9,40888.0,39510.0,39649.1,492717.552
319,2022-04-18,39649.1,42166.8,38465.7,41327.7,834222.017
320,2022-04-21,41326.0,42966.0,39133.0,39415.1,833132.526
321,2022-04-24,39413.8,40800.0,37671.8,38093.7,1082381.853
322,2022-04-27,38093.7,40376.6,37844.5,38572.2,1107305.148
323,2022-04-30,38572.2,39222.0,37350.0,38525.6,755205.209
324,2022-05-03,38525.5,40071.7,35388.0,36534.7,1220694.04
325,2022-05-06,36533.7,36679.3,33665.0,34032.0,1059116.657
326,2022-05-09,34032.1,34243.3,27651.0,29074.7,3043834.645
327,2022-05-12,29077.9,31072.6,26631.0,30079.8,1787852.589
328,2022-05-15,30079.5,31462.0,29052.3,30437.0,1242640.824
329,2022-05-18,30437.0,30784.4,28629.6,29188.9,1360996.352
330,2022-05-21,29188.9,30658.0,28840.7,29097.7,975641.279
331,2022-05-24,29097.8,30246.7,27952.1,29194.0,1397721.019
332,2022-05-27,29194.0,29595.2,28259.6,29452.8,915423.101
333,2022-05-30,29452.6,32427.5,29300.0,29796.9,1443393.197
334,2022-06-02,29796.9,30750.0,29220.0,29848.4,915555.598
335,2022-06-05,29848.5,31780.0,29190.0,31118.1,1333623.69
336,2022-06-08,31118.0,31325.0,28805.0,29077.7,1208927.471
337,2022-06-11,29077.7,29427.9,21900.0,22471.5,2574723.505
338,2022-06-14,22471.4,23424.2,20100.2,20387.4,3639545.185
339,2022-06-17,20387.4,21388.0,17593.2,20564.2,3134020.319
340,2022-06-20,20564.3,21740.0,19630.0,19977.4,2535174.259
341,2022-06-23,19977.5,21627.6,19874.0,21481.9,1778321.265
342,2022-06-26,21481.9,21888.0,20188.0,20268.6,1565038.853
343,2022-06-29,20268.7,20926.4,18563.0,19272.0,2384286.768
344,2022-07-02,19272.0,20350.0,18780.1,20226.6,1465670.043
345,2022-07-05,20226.3,21830.0,19291.6,21613.4,2236156.941
346,2022-07-08,21614.5,22579.9,20600.0,20853.8,1709693.4
347,2022-07-11,20853.8,20853.9,18901.0,20220.1,2177744.875
348,2022-07-14,20220.1,21580.0,19600.0,21183.5,1931960.092
349,2022-07-17,21183.6,23817.9,20742.0,23385.9,2592434.544
350,2022-07-20,23385.9,24277.0,22340.2,22675.1,2304099.215
351,2022-07-23,22675.0,22999.0,21232.0,21300.0,1664617.281
352,2022-07-26,21300.0,24194.6,20689.6,23836.2,2062611.042
353,2022-07-29,23836.2,24700.0,23222.0,23290.1,1522131.717
354,2022-08-01,23290.1,23650.0,22603.0,22801.5,1692867.972
355,2022-08-04,22801.5,23450.0,22370.0,22943.3,1369920.34
356,2022-08-07,22943.2,24243.0,22830.9,23140.2,1334883.224
357,2022-08-10,23140.1,24972.0,22608.0,24387.5,1998927.494
358,2022-08-13,24387.5,25200.0,23762.0,24085.2,1607798.7
359,2022-08-16,24085.2,24437.0,23101.0,23185.1,1449219.903
360,2022-08-19,23185.0,23200.0,20742.9,21505.6,1821399.291
361,2022-08-22,21505.6,21925.6,20858.6,21354.9,1701238.065
362,2022-08-25,21355.0,21867.6,19744.0,20023.9,1781830.372
363,2022-08-28,20024.0,20574.0,19508.0,19803.1,1752196.857
364,2022-08-31,19803.2,20496.0,19555.0,19941.0,2072281.876
365,2022-09-03,19941.0,20050.0,19570.0,19784.9,1128745.583
366,2022-09-06,19784.9,20174.7,18500.0,19309.3,2078394.479
367,2022-09-09,19309.3,21883.4,19283.0,21820.3,1905019.632
368,2022-09-12,21820.3,22850.0,19600.0,20217.0,2699174.456
369,2022-09-15,20217.0,20315.0,19300.0,20102.0,1545149.429
370,2022-09-18,20102.0,20105.3,18215.0,18866.8,2288316.758
371,2022-09-21,18866.7,20154.1,18084.3,19280.7,2859461.116
372,2022-09-24,19280.7,19311.5,18621.0,19216.3,1565427.336
373,2022-09-27,19216.3,20375.0,18460.0,19582.5,3433467.154
374,2022-09-30,19582.5,20172.7,18896.0,19049.4,1780890.394
375,2022-10-03,19049.3,20500.0,18950.8,20150.0,2138072.24
376,2022-10-06,20149.9,20443.9,19200.0,19406.2,1708698.972
377,2022-10-09,19406.3,19550.0,18850.0,19055.0,1431458.023
378,2022-10-12,19055.0,19947.9,17917.8,19164.6,2372838.499
379,2022-10-15,19164.6,19666.0,18966.0,19540.6,1011761.136
380,2022-10-18,19540.7,19706.4,18882.4,19034.7,1576340.66
381,2022-10-21,19034.8,19690.0,18600.0,19560.7,1114545.489
382,2022-10-24,19560.6,21030.0,19146.0,20758.3,2095848.052
383,2022-10-27,20758.4,21088.0,19951.0,20796.7,1692666.097
384,2022-10-30,20796.7,20925.2,20225.4,20472.1,1088863.143
385,2022-11-02,20472.1,21297.0,20026.0,21137.6,1848172.037
386,2022-11-05,21137.6,21473.7,20374.0,20578.6,1135540.334
387,2022-11-08,20578.5,20685.0,15462.6,17588.0,5609176.327
388,2022-11-11,17588.0,17678.0,16210.3,16321.2,1609543.155
389,2022-11-14,16321.3,17188.0,15805.5,16650.6,2120983.587
390,2022-11-17,16650.7,16984.4,16403.3,16692.9,969425.042
391,2022-11-20,16693.0,16743.9,15443.2,16220.6,1697152.223
392,2022-11-23,16220.5,16800.0,16155.5,16516.1,1204299.444
393,2022-11-26,16516.2,16699.1,15984.1,16204.5,939909.873
394,2022-11-29,16204.6,17348.5,16088.0,16970.5,1422787.113
395,2022-12-02,16970.5,17206.2,16760.0,17099.5,812387.325
396,2022-12-05,17099.5,17430.0,16655.0,16828.0,1179070.928
397,2022-12-08,16828.0,17365.4,16710.4,17120.0,834283.725
398,2022-12-11,17120.1,18100.0,16865.0,17777.1,1103711.66
399,2022-12-14,17777.1,18400.0,16521.1,16624.1,1686945.981
400,2022-12-17,16624.1,16872.0,16210.0,16429.2,779092.038
401,2022-12-20,16429.2,17049.6,16390.3,16815.5,1010534.394
402,2022-12-23,16815.5,16960.0,16690.0,16824.4,491040.053
403,2022-12-26,16824.5,16968.0,16455.6,16539.0,755607.121
404,2022-12-29,16538.9,16666.6,16320.0,16537.6,638684.177
